Balance,Balance_Behavior,One_off_ratio,Installment_ratio,Cash_behavior,Full_payment_rate,Tenure,K_Cluster,Anomaly_IsoForest
1588.447753,0.3970126850787303,0.9987907516687627,0.0,3.5211779951666458,0.0,6,1,-1
347.577293,0.6937670518962076,0.9640287769784173,0.0,15.877546226480755,0.0,7,1,-1
3846.74253,0.6867956668452062,0.0,0.0,3.8863285302604327,0.0,6,0,-1
931.144615,0.46533963768115943,0.9994639506834628,0.0,0.7605718624892696,0.0,6,1,-1
1705.435895,0.4262524106473382,0.0,0.0,13.113839109265257,0.0,6,0,-1
1950.956894,0.6501022639120293,0.0,0.0,9.42716597625002,0.0,6,0,-1
175.930384,0.11720878347768154,0.0,0.996240318820964,0.2892921939896074,1.0,9,2,-1
0.0,0.0,0.9904470768055025,0.0,0.0,0.0,9,1,-1
5709.486507,0.9514225140809864,0.0,0.0,5.066652397927259,0.0,6,0,-1
172.316897,0.06889919912035186,0.9972935668083034,0.0,1731.561995,0.0,12,0,-1
215.015895,0.14324843104596935,0.0,0.0,1034.617513,0.0,7,0,-1
715.044288,0.7143299580419581,0.0,0.996015301243226,4.362238965342656,0.0,6,0,-1
1152.591573,0.4608522882846861,0.9803921568627451,0.0,21.66769589028636,0.0,6,1,-1
93.358273,0.062197383744170553,0.20084717137875313,0.7982399284286248,0.0,1.0,7,2,-1
15.669963,0.01043968221185876,0.0,0.9860743629021028,0.0,0.333333,7,2,-1
4350.643699,0.7249864520913182,0.4319647032352107,0.5670570050577681,1.5718950669336564,0.125,10,0,-1
0.0,0.0,0.0,0.9920867294452798,0.0,0.0,7,2,-1
2499.228939,0.24989790410958904,0.0,0.9954206163850345,14.36695614614216,0.0,6,0,-1
3788.416968,0.5050549217437675,0.8455761688871583,0.15303312658192642,21.483961768868067,0.0,7,0,-1
73.353928,0.061077375520399664,0.0,0.0,0.36745053188112625,0.5,10,2,-1
21.789565,0.018142851790174854,0.0,0.0,0.47591624954541994,1.0,6,2,-1
253.08362,0.14052394225430317,0.0,0.0,1654.916972,0.0,12,0,-1
592.171152,0.3288013059411438,0.0,0.0,4.86603326472847,0.142857,7,0,-1
286.264356,0.5713859401197605,0.9649245878639074,0.0,1.1854639072775386,0.25,7,1,-1
11.799054,0.009824358034970858,0.0,0.9872383869321082,0.0,1.0,8,2,-1
107.536958,0.10742952847152847,0.0,0.9982014388489209,0.0,0.0,6,2,-1
502.399014,0.33470953630912725,0.0,0.0,1392.472408,0.0,7,0,-1
6727.925578,0.9609949404370804,0.8596267723594498,0.13978342416306885,5881.182495,0.0,6,0,-1
28.909122,0.024070875936719402,0.0,0.994383600112328,0.0,0.0,6,2,-1
6943.433775,0.8678207442819648,0.9997154758382082,0.0,0.0,0.0,6,1,-1
1565.025253,0.6257597972810875,0.25867802883127317,0.7409926966921087,0.5163060028595389,0.666667,12,2,-1
673.014589,0.08411630908636421,0.9984350547730829,0.0,3.0621953488366445,0.0,6,1,-1
716.970968,0.7162547132867133,0.0,0.9973639119546592,3.769392953066471,0.0,7,0,-1
2.476557,0.000550223728060431,0.9914310197086547,0.0,0.0,0.0,6,1,-1
10.248544,0.008533342214820983,0.0,0.0,690.668996,0.0,12,0,-1
157.66813,0.015765236476352362,0.06880135388411321,0.9304078259562992,0.0,1.0,7,2,-1
189.98582,0.07596394242303078,0.0,0.9972972972972973,3.375874025730811,0.0,6,2,-1
58.312121,0.04855297335553705,0.0,0.0,0.32061269312903273,1.0,6,2,-1
3252.763399,0.7226757162852699,0.3203463203463203,0.6753246753246753,7.915669160023098,0.0,6,0,-1
293.614532,0.09783889770076641,0.9988103876946504,0.0,0.7806296476215725,0.5,7,1,-1
1.470582,0.0001633798466837018,0.0,0.0,0.21957557789681537,1.0,12,2,-1
22.151355,0.0073813245584805065,0.47825126959593733,0.5143887539559874,0.0,0.0,6,2,-1
1089.696979,0.7259806655562958,0.0,0.9971431836361558,6.3687865032918305,0.0,6,0,-1
5619.654569,0.7023690249968754,0.550178358612667,0.44941489426608583,5.332548573916484,0.0,7,0,-1
2092.971853,0.8368539996001599,0.0,0.0,0.48886074793604173,0.0,6,0,-1
1801.084627,0.18009045365463452,0.0,0.0,9.663225112014654,0.0,6,0,-1
919.799915,0.765861711074105,0.21494657487305693,0.7819382573751597,5.373859585957249,0.0,7,0,-1
793.167009,0.7923746343656344,0.460500564113191,0.537196933066243,2.1064209094304074,0.0,7,0,-1
11.834127,0.0019720258290284952,0.25520262869660465,0.7411464037970062,0.0,1.0,6,2,-1
58.565355,0.058506848151848145,0.0,0.9974160206718347,0.0,1.0,6,2,-1
440.676765,0.36692486677768527,0.0,0.0,6.5156724882217345,0.0,6,0,-1
5796.622219,0.7244872164729409,0.5263678778453273,0.4712757434374853,8.270155224491354,0.0,8,0,-1
173.720757,0.14464675853455453,0.9971122469606399,0.0,887.279827,0.0,12,0,-1
19.949534,0.007976622950819672,0.0,0.0,326.731167,0.0,9,0,-1
975.252077,0.9742777992007992,0.6941816090752261,0.3049471134577518,0.0,0.0,7,1,-1
2042.585017,0.8167073238704519,0.0,0.997999839987199,5.687834026599379,0.0,7,0,-1
160.873814,0.10717775749500334,0.997920997920998,0.0,0.0,0.0,6,1,-1
4070.500764,0.8305449426647623,0.19668446192750774,0.8019106490587243,12.650601243370021,0.0,6,0,-1
507.076999,0.3378261152564957,0.0,0.0,0.6608574247816731,0.25,7,0,-1
19.846569,0.016525036636136553,0.0,0.0,2.6749469572825078,0.0,7,2,-1
0.074724,7.464935064935064e-05,0.0,0.0,0.22748987558150363,1.0,12,2,-1
387.585128,0.12915199200266578,0.0,0.0,2494.497971,0.0,6,0,-1
28.315171,0.0028312339766023396,0.49420405273869566,0.5013715600389346,0.0,1.0,8,2,-1
1305.266304,0.2610010605878824,0.7824778449656908,0.21659613479150652,12.606911102556483,0.0,6,0,-1
15.307062,0.010197909393737508,0.0,0.9862107004964148,0.0,0.25,6,2,-1
42.363094,0.03527318401332223,0.0,0.0,0.5899526414458758,0.0,7,2,-1
30.969957,0.004128777096387148,0.9968815292980322,0.0,0.0,0.0,6,1,-1
1367.301373,0.5467018684526189,0.0,0.9956972591540811,0.0,0.0,6,0,-1
299.82542,0.29952589410589414,0.2702702702702703,0.7276507276507277,3.623240591017329,0.0,7,0,-1
0.0,0.0,0.0,0.0,0.10409768719696488,0.0,9,2,-1
50.803778,0.033846620919387074,0.0,0.0,0.7012981168945642,0.333333,8,2,-1
22.879526,0.015242855429713523,0.0,0.9941860465116279,0.0,1.0,6,2,-1
122.684019,0.049053986005597766,0.19548895899053628,0.8037223974763407,0.0,1.0,8,2,-1
1938.576334,0.9688037651174414,0.9272134871764213,0.0697973336521791,3.154619159493307,0.0,7,1,-1
14.570032,0.009706883411059294,0.0,0.9889600353278869,0.0,1.0,6,2,-1
49.378783,0.018281667160310995,0.998159531784886,0.0,0.0,1.0,8,2,-1
99.446029,0.08280268859283929,0.0,0.0,0.1462913894972304,1.0,12,2,-1
241.001768,0.24076100699300698,0.5291341249179842,0.47033674095709777,0.0,0.4,8,2,-1
12.039121,0.008020733510992672,0.0,0.9963765490252917,0.0,0.0,6,2,-1
365.48242,0.3651173026973027,0.6175469798864949,0.3818354731336186,0.0,0.333333,7,1,-1
2.777589,0.0009255544818393868,0.0,0.0,135.339466,0.0,12,0,-1
563.459762,0.46915883597002495,0.6729682230560965,0.3246568185056761,10.711971130186535,0.0,6,0,-1
116.172752,0.038711346884371875,0.0,0.0,1867.994674,0.0,9,0,-1
216.705656,0.05416287328167958,0.29406468592007756,0.7052427453424752,0.0,1.0,6,2,-1
18.400472,0.0061314468510496505,0.0,0.0,18.61083133624176,0.0,6,0,-1
8.285344,0.0027608610463178943,0.9863982589771491,0.0,0.0,0.0,7,1,-1
2517.38247,1.006550367852859,0.9968847352024922,0.0,4.256779555601996,0.0,6,1,-1
138.537976,0.046163937354215256,0.9989883150386969,0.0,0.0,0.0,6,1,-1
186.020599,0.0929638175912044,0.7819826472217094,0.21432527229093593,6.356285381158341,0.333333,7,1,-1
239.101942,0.03677925580679896,0.0,0.9986684420772304,0.642289884045512,0.428571,7,2,-1
21.881383,0.014577870086608926,0.0,0.9919665809768637,0.0,0.5,6,2,-1
135.856693,0.11311964446294755,0.23433339250843244,0.7644831055092017,0.0,1.0,8,2,-1
767.708957,0.19187926943264186,0.38198775698775705,0.6174347424347425,0.0,0.0,7,1,-1
878.010252,0.0438983176841158,0.9067404429021372,0.09301483274313976,0.0,1.0,6,2,-1
268.82613,0.04479688885185802,0.0,0.0,0.41068462912082143,1.0,12,2,-1
286.686616,0.07165374056485879,0.0,0.0,3742.712482,0.0,12,0,-1
27.716642,0.005542219956008798,0.0,0.0,480.104401,0.0,10,0,-1
2.307336,0.000768855714761746,0.0,0.0,28.443974,0.0,7,2,-1
249.489629,0.04157467572071322,0.0,0.0,3689.517625,0.0,12,0,-1
2287.486277,0.7622413452182606,0.0,0.0,7.892292702841423,0.0,6,0,-1
760.884589,0.06615812442396313,0.8988303039985859,0.10082976691062245,0.2411875324985339,0.0,6,1,-1
1078.3009,0.7183883411059293,0.0,0.0,7.689028041576415,0.0,6,0,-1
13.99841,0.009326055962691539,0.0,0.9895681201752555,0.0,0.4,7,2,-1
20.700474,0.020679794205794206,0.0,0.989581162742238,0.0,0.5,7,2,-1
47.783061,0.01592237954015328,0.0,0.0,545.183508,0.0,12,0,-1
31.299159,0.010429576474508496,0.0,0.9946274109493365,0.0,1.0,6,2,-1
152.255187,0.0380542831792052,0.9988830310070592,0.0,0.0,0.0,6,1,-1
1219.143484,0.609267108445777,0.0,0.0,9.199792165200185,0.0,6,0,-1
212.306148,0.06064157326478149,0.4117647058823529,0.0,1922.5936,0.0,12,0,-1
323.801713,0.2157239926715523,0.0,0.0,1430.485333,0.0,6,0,-1
350.306089,0.23338180479680212,0.0,0.0,24.683696586047404,0.0,6,0,-1
89.165814,0.08907673726273727,0.0,0.9986206896551724,0.0,0.0,6,2,-1
33.04593,0.022015942704863425,0.0,0.9951276554277918,0.0,1.0,6,2,-1
86.793633,0.034703571771291485,0.9974254009937952,0.0,0.0,0.0,6,1,-1
5.404443,0.0036005616255829443,0.0,0.9948717948717949,0.0,1.0,6,2,-1
2610.433432,0.869854525824725,0.0,0.9980525803310614,4.0020918797129825,0.0,7,0,-1
170.019011,0.06798041223510597,0.9962630792227205,0.0,4.07993823088766,0.0,6,1,-1
245.115749,0.030635639170103736,0.45215892287915826,0.5474695536517041,0.0,1.0,8,2,-1
296.905944,0.16485615991116045,0.0,0.9774011299435028,25.80181588558837,0.0,8,0,-1
37.324758,0.009328857285678581,0.0,0.0,720.142017,0.0,6,0,-1
18.810493,0.00250773136915078,0.0,0.0,0.26399973319127334,1.0,11,2,-1
1226.561937,0.4904286033586565,0.997229916897507,0.0,0.7779734881459257,0.6,7,1,-1
677.26162,0.4512069420386409,0.0,0.0,4.572795881293006,0.0,6,0,-1
398.65758,0.06643185802366272,0.2623156314505536,0.7369337586789266,1.8804928336206743,0.0,9,0,-1
91.623484,0.07628932889258952,0.9944690265486725,0.0,0.7991324593006259,0.5,10,1,-1
3506.489102,0.7011575888822236,0.0,0.0,15.527467287237688,0.0,6,0,-1
58.239998,0.012388853009997872,0.9982076604591974,0.0,453.660855,0.0,12,1,-1
605.203304,0.6045987052947053,0.42405310425614995,0.5751659508004686,0.3067126665223685,0.142857,8,0,-1
2336.510738,0.3337395712041137,0.0,0.9985021868072614,3.923577257540444,0.0,7,0,-1
10.954457,0.0036502689103632122,0.0,0.0,389.594394,0.0,8,0,-1
71.310815,0.011883155307448759,0.0,0.0,1849.578078,0.0,12,0,-1
3.992758,0.003324527893422148,0.0,0.0,0.797406772446089,0.0,9,2,-1
4.686854,0.003122487674883411,0.0,0.9664429530201343,0.0,1.0,7,2,-1
3279.867381,0.9368372982005141,0.9998466492869191,0.0,0.0,0.125,8,1,-1
550.533381,0.3667777355096602,0.0,0.0,0.660712382059959,0.333333,7,0,-1
33.535261,0.03350175924075924,0.0,0.996884541092903,0.0,1.0,6,2,-1
710.811464,0.7101013626373627,0.5040401972057271,0.49438467717800494,1.4161472370040111,0.0,8,0,-1
61.463647,0.0511770582847627,0.0,0.0,989.053104,0.0,6,0,-1
126.622651,0.0281321153077094,0.999016038571288,0.0,0.0,1.0,8,2,-1
3.647117,0.0030367335553705245,0.0,0.0,58.174402,0.0,10,0,-1
46.86925,0.04682242757242757,0.0,0.997624703087886,0.0,0.0,6,2,-1
644.933911,0.42966949433710855,0.0,0.8789346246973365,2.2340583827878997,0.0,6,0,-1
92.859389,0.09276662237762237,0.0,1.0617073793514342,0.0,1.0,6,2,-1
4.822037,0.0048172197802197805,0.0,0.983142279163857,0.0,0.666667,6,2,-1
2378.150526,0.4755349982003599,0.0,0.0,11.583653651554098,0.0,6,0,-1
25.998899,0.006498100224943765,0.0,0.0,466.387778,0.0,9,0,-1
1029.85333,0.41177662135145937,0.9986273352459129,0.0,14.671527542253672,0.0,6,1,-1
31.552295,0.02102084943371086,0.0,0.9947715152148907,0.0,0.5,6,2,-1
1083.379171,0.5698996165176223,0.0,0.908256880733945,0.0,0.0,7,0,-1
160.492501,0.13363239050791006,0.998886972007346,0.0,0.0,0.0,6,1,-1
915.857804,0.7625793538717736,0.9963821858832893,0.0,0.0,0.142857,7,1,-1
364.391307,0.20232721099389228,0.0,0.0,1658.424947,0.0,11,0,-1
812.839893,0.4062168380809595,0.8027715336451094,0.19636720667648505,0.6385163869972854,0.2,8,1,-1
777.853474,0.3887323708145927,0.0,0.0,20.05855333592208,0.0,6,0,-1
2.611795,0.00867705980066445,0.9773139745916516,0.0,0.0,0.0,7,1,-1
988.749349,0.19771032773445313,0.0,0.0,1.2323933524950523,0.2,6,0,-1
14.480094,0.004825089636787737,0.0,0.9926253687315634,0.0,1.0,7,2,-1
847.349752,0.8465032487512487,0.0,0.9966310682882458,13.77738604651759,0.142857,9,0,-1
1593.467543,0.7963356036981509,0.0,0.0,10.813735753648222,0.0,6,0,-1
92.119709,0.06137222451698868,0.0,0.9980039123318296,0.0,1.0,7,2,-1
0.0,0.0,0.0,0.0,100.51993,0.0,12,0,-1
8.76802,0.00730059950041632,0.0,0.0,0.5088804561233697,1.0,8,2,-1
37.307085,0.03106335137385512,0.0,0.9972556122729019,0.12755087886837144,0.0,6,2,-1
65.45872,0.06539332667332667,0.0,0.9982516259878313,0.0,1.0,6,2,-1
2616.764771,0.5232483045390922,0.0,0.986468200270636,12.924548435286054,0.0,9,0,-1
185.924664,0.1548082131557036,0.9983844389156354,0.0,0.0,0.0,6,1,-1
4761.19131,0.6347408758832156,0.7725609950058848,0.2271943153706681,3.1742925069571877,0.0,6,0,-1
10.805893,0.004320628948420631,0.6570765062572571,0.33002193265385105,0.0,0.0,6,2,-1
1088.505102,0.5439805607196402,0.988370740783812,0.0,20.849056862008695,0.0,6,1,-1
46.795701,0.010396734281270829,0.5833333333333334,0.0,189.110391,0.0,12,0,-1
45.746204,0.03809009492089925,0.9941520467836257,0.0,0.7843158082117354,0.5,6,1,-1
99.700878,0.08301488592839301,0.9989058841550144,0.0,0.1722067887810413,0.5,9,1,-1
7.297351,0.0029177732906837265,0.0,0.0,0.26912198714115887,1.0,10,2,-1
164.51282,0.13697986677768526,0.0,0.0,0.13781773583554827,0.0,6,0,-1
311.54,0.15569215392303848,0.7209907939210425,0.278650014547257,0.0,1.0,9,2,-1
55.176498,0.05512137662337663,0.0,0.9964791211886487,0.0,1.0,6,2,-1
147.571435,0.12287380099916737,0.0,0.0,0.7957346946060044,1.0,10,2,-1
162.267397,0.14475236128456734,0.9988998778864454,0.0,0.27722359856842765,1.0,6,2,-1
6681.371469,0.7422921307632485,0.9996632089451705,0.0,2.538965596267595,0.0,6,1,-1
169.892916,0.0849040059970015,0.9989738327347357,0.0,0.0,0.0,6,1,-1
13.440318,0.008954242504996669,0.0,0.0,0.9111920678382789,0.142857,8,2,-1
24.660951,0.04922345508982036,0.0,0.0,0.5257794865434571,0.5,11,2,-1
677.403883,0.5640332081598667,0.0,0.0,8.98865640473878,0.0,6,0,-1
2421.820915,0.4842673295340931,0.0,0.0,12.05065400656979,0.0,6,0,-1
193.050982,0.01930316788321168,0.9992526716986773,0.0,0.04433200651173735,0.5,8,1,-1
141.656741,0.11794899333888427,0.9990997722423773,0.0,379.155222,0.0,12,0,-1
18.120946,0.012072582278481013,0.9827586206896551,0.0,0.0,0.0,6,1,-1
48.573636,0.03236085009993338,0.0,0.9961443553362123,0.0,0.5,6,2,-1
198.951791,0.07954889684126348,0.0,0.0,1365.18629,0.0,8,0,-1
3278.506664,0.4682911961148407,0.4572025933982387,0.5406855187852421,5.015099618871274,0.0,8,0,-1
1016.496072,0.8463747477102415,0.9848070495290185,0.0,13.160440432685602,0.0,7,0,-1
1450.599152,0.7249371074462768,0.5188112151155221,0.4808271003023683,0.0,0.0,7,0,-1
68.10541,0.13593894211576849,0.0,0.0,462.554056,0.0,8,0,-1
1516.44717,0.25269907848691886,0.0,0.0,0.6769046363602234,0.285714,7,0,-1
294.720216,0.2944257902097902,0.0,0.9994683678894205,0.0,1.0,6,2,-1
312.197634,0.03901982677165354,0.0,0.0,5104.121726,0.0,11,0,-1
205.421413,0.2052161968031968,0.0,0.9991496454021327,0.0,0.5,6,2,-1
314.417629,0.26179652706078266,0.2823920265780731,0.7142857142857143,1.1172209107514675,0.25,6,2,-1
427.642111,0.3560716994171524,0.0,0.0,0.8979807276491942,0.5,9,0,-1
518.894713,0.4320522173189009,0.0,0.0,1.5901482568753076,0.5,6,0,-1
1648.217916,0.5492228977007664,0.0,0.9960159362549801,7.260639606969487,0.0,7,0,-1
1757.439933,0.7026948952419033,0.0,0.0,13.672862838775691,0.0,6,0,-1
445.146763,0.44470206093906095,0.44830010285250577,0.5512280966624833,0.14120655200621832,0.4,7,2,-1
107.48717,0.07161037308461027,0.0,0.0,1391.262316,0.0,12,0,-1
8.404256,0.0033603582566973213,0.0,0.0,0.6363502618974506,0.25,7,2,-1
4444.817182,0.8080016691510634,0.0,0.9958071278825996,0.916060918454453,0.0,7,0,-1
341.901741,0.2846808834304746,0.9934997399895996,0.0,1008.117498,0.0,6,0,-1
151.467852,0.15131653546453547,0.7901023451964616,0.2092547829664678,0.10413912507093617,1.0,8,2,-1
1200.937942,0.6001688865567216,0.0,0.0,12.93974730416328,0.0,6,0,-1
3542.074874,0.7082733201359728,0.0,0.9988713063500305,4.736772313603415,0.0,6,0,-1
33.078633,0.027542575353871775,0.0,0.9967203437079794,0.0,1.0,6,2,-1
1367.284172,0.9109155043304463,0.5154142049951227,0.48274529291590745,1.6767128033155714,0.0,7,0,-1
110.428278,0.11031796003996004,0.0,0.9984018410790769,0.0,1.0,6,2,-1
2731.663846,0.34141530383702035,0.0,0.0,9.940331421832198,0.0,6,0,-1
118.918332,0.059429451274362825,0.316664353137146,0.6824680732926152,0.0,1.0,6,2,-1
31.997904,0.06386807185628743,0.0,0.0,136.755929,0.0,6,0,-1
1673.480135,0.6691244042383047,0.0,0.0,6.771723034337414,0.0,6,0,-1
7215.19576,0.9618978482868951,0.0,0.0,8.980379086333805,0.0,6,0,-1
2.668569,0.002221955870108243,0.0,0.0,0.3173539080297815,1.0,9,2,-1
169.820745,0.1696510939060939,0.08549065302193627,0.9138760828816049,0.0,0.166667,7,2,-1
737.775044,0.49152234776815457,0.9908206352120433,0.0,1.8329926662011418,0.2,6,1,-1
0.228572,0.00015227981345769488,0.9836065573770492,0.0,0.0,0.0,8,1,-1
